Path,height,weight,BMI
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0026.jpg,1.6,42.0,16.406249999999996
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0027.jpg,1.65,45.0,16.528925619834713
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0028.jpg,1.67,50.0,17.92821542543655
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0029.jpg,1.65,45.0,16.528925619834713
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0030.jpg,1.68,51.0,18.069727891156464
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0031.jpg,1.62,43.0,16.384697454656298
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0032.jpg,1.83,75.0,22.395413419331717
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0033.jpg,1.79,55.0,17.165506694547613
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0034.jpg,1.63,45.0,16.937031879257784
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0035.jpg,1.8,68.0,20.98765432098765
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0036.jpg,1.64,43.0,15.987507436049974
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0037.jpg,1.69,45.0,15.75575084905991
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0038.jpg,1.75,64.0,20.897959183673468
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0039.jpg,1.68,49.0,17.361111111111114
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0040.jpg,1.75,74.0,24.163265306122447
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0041.jpg,1.62,52.0,19.81405273586343
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0042.jpg,1.64,50.0,18.590124925639504
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0043.jpg,1.72,47.0,15.886965927528395
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0045.jpg,1.71,54.0,18.467220683287167
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0046.jpg,1.75,80.0,26.122448979591837
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0047.jpg,1.8,77.0,23.76543209876543
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0048.jpg,1.85,76.0,22.205989773557338
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0049.jpg,1.7,48.0,16.60899653979239
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0050.jpg,1.8,73.0,22.530864197530864
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0051.jpg,1.68,48.0,17.006802721088437
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0052.jpg,1.63,45.0,16.937031879257784
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0053.jpg,1.65,45.0,16.528925619834713
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0054.jpg,1.78,71.0,22.408786769347305
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0055.jpg,1.68,50.0,17.71541950113379
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0056.jpg,1.63,47.0,17.68978885166924
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0057.jpg,1.65,45.0,16.528925619834713
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0058.jpg,1.7,54.0,18.68512110726644
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0059.jpg,1.66,48.0,17.419073885905068
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0060.jpg,1.68,52.0,18.42403628117914
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0061.jpg,1.62,45.0,17.146776406035663
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0062.jpg,1.76,68.0,21.952479338842977
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0063.jpg,1.65,50.0,18.36547291092746
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0064.jpg,1.83,74.0,22.096807907073963
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0065.jpg,1.64,46.0,17.102914931588344
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0066.jpg,1.73,50.0,16.70620468441979
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0067.jpg,1.68,50.0,17.71541950113379
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0068.jpg,1.68,53.0,18.77834467120182
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0069.jpg,1.68,48.0,17.006802721088437
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0070.jpg,1.68,45.0,15.94387755102041
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0071.jpg,1.8,78.0,24.074074074074073
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0072.jpg,1.68,51.0,18.069727891156464
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0073.jpg,1.83,72.0,21.49959688255845
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0074.jpg,1.64,47.0,17.474717430101133
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0075.jpg,1.65,40.0,14.692378328741967
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0076.jpg,1.7,49.0,16.955017301038065
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0077.jpg,1.78,72.0,22.724403484408533
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0078.jpg,1.64,41.0,15.243902439024392
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0079.jpg,1.68,55.0,19.48696145124717
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0080.jpg,1.78,55.0,17.35891932836763
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0081.jpg,1.69,49.0,17.15626203564301
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0082.jpg,1.65,45.0,16.528925619834713
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0083.jpg,1.78,67.0,21.146319909102385
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0084.jpg,1.8,75.0,23.148148148148145
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0085.jpg,1.78,81.0,25.5649539199596
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0086.jpg,1.65,50.0,18.36547291092746
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0087.jpg,1.78,70.0,22.093170054286073
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0088.jpg,1.73,61.0,20.381569714992146
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0089.jpg,1.68,49.0,17.361111111111114
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0090.jpg,1.65,50.0,18.36547291092746
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0091.jpg,1.65,43.0,15.794306703397615
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0092.jpg,1.68,51.0,18.069727891156464
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0093.jpg,1.73,63.0,21.04981790236894
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0094.jpg,1.65,47.0,17.263544536271812
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0095.jpg,1.72,53.0,17.915089237425637
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0096.jpg,1.63,48.0,18.06616733787497
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0097.jpg,1.65,52.0,19.100091827364558
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0098.jpg,1.81,67.0,20.45114617990904
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0099.jpg,1.75,63.0,20.571428571428573
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0100.jpg,1.64,43.0,15.987507436049974
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0101.jpg,1.74,45.0,14.863258026159334
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0102.jpg,1.8,70.0,21.604938271604937
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0103.jpg,1.84,78.0,23.03875236294896
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0104.jpg,1.76,69.0,22.275309917355372
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0105.jpg,1.67,54.0,19.362472659471475
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0106.jpg,1.66,49.0,17.78197125852809
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0107.jpg,1.71,55.0,18.80920625149619
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0108.jpg,1.65,48.0,17.63085399449036
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0109.jpg,1.64,46.0,17.102914931588344
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0110.jpg,1.63,59.0,22.20633068613798
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0111.jpg,1.83,70.0,20.902385858042937
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0112.jpg,1.65,47.0,17.263544536271812
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0113.jpg,1.64,42.0,15.615704937537183
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0114.jpg,1.76,77.0,24.857954545454547
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0115.jpg,1.64,54.0,20.077334919690664
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0116.jpg,1.65,49.0,17.99816345270891
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0117.jpg,1.74,80.0,26.42356982428326
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0118.jpg,1.62,48.0,18.289894833104707
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0119.jpg,1.74,68.0,22.460034350640772
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0120.jpg,1.86,86.0,24.858365128916635
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0121.jpg,1.7,100.0,34.602076124567475
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0122.jpg,1.65,48.0,17.63085399449036
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0123.jpg,1.67,50.0,17.92821542543655
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0124.jpg,1.65,47.0,17.263544536271812
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0125.jpg,1.74,52.0,17.17532038578412
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0126.jpg,1.68,50.0,17.71541950113379
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0127.jpg,1.83,73.0,21.798202394816204
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0128.jpg,1.76,60.0,19.369834710743802
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0129.jpg,1.65,47.0,17.263544536271812
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0130.jpg,1.68,48.0,17.006802721088437
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0131.jpg,1.78,70.0,22.093170054286073
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0132.jpg,1.65,52.0,19.100091827364558
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0133.jpg,1.68,50.0,17.71541950113379
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0134.jpg,1.67,50.0,17.92821542543655
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0135.jpg,1.63,44.5,16.74884263615492
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0136.jpg,1.73,81.0,27.064051588760066
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0137.jpg,1.73,63.0,21.04981790236894
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0138.jpg,1.75,65.0,21.224489795918366
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0139.jpg,1.8,68.0,20.98765432098765
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0140.jpg,1.78,63.0,19.883853048857468
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0141.jpg,1.65,50.0,18.36547291092746
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0142.jpg,1.8,70.0,21.604938271604937
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0143.jpg,1.67,45.0,16.1353938828929
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0144.jpg,1.78,71.0,22.408786769347305
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0145.jpg,1.7,62.0,21.453287197231838
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0146.jpg,1.7,49.0,16.955017301038065
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0147.jpg,1.73,100.0,33.41240936883958
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0148.jpg,1.65,45.0,16.528925619834713
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0149.jpg,1.65,50.0,18.36547291092746
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0150.jpg,1.7,47.0,16.262975778546714
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0151.jpg,1.64,50.0,18.590124925639504
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0152.jpg,1.6,46.0,17.968749999999996
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0153.jpg,1.65,50.0,18.36547291092746
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0154.jpg,1.65,47.0,17.263544536271812
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0155.jpg,1.8,65.0,20.061728395061728
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0156.jpg,1.77,71.2,22.726547288454785
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0157.jpg,1.62,47.0,17.908855357415025
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0158.jpg,1.65,52.0,19.100091827364558
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0159.jpg,1.71,50.0,17.09927841045108
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0160.jpg,1.68,49.0,17.361111111111114
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0161.jpg,1.65,44.0,16.161616161616163
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0162.jpg,1.68,47.0,16.65249433106576
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0163.jpg,1.78,75.0,23.671253629592222
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0164.jpg,1.85,76.0,22.205989773557338
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0165.jpg,1.64,44.0,16.359309934562763
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0166.jpg,1.78,70.0,22.093170054286073
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0167.jpg,1.7,60.0,20.761245674740486
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0168.jpg,1.73,54.5,18.209763106017576
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0169.jpg,1.69,55.0,19.257028815517668
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0170.jpg,1.8,75.0,23.148148148148145
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0171.jpg,1.65,45.0,16.528925619834713
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0172.jpg,1.7,47.0,16.262975778546714
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0173.jpg,1.78,67.0,21.146319909102385
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0174.jpg,1.72,67.0,22.647376960519203
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0175.jpg,1.68,51.0,18.069727891156464
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0176.jpg,1.58,52.0,20.82999519307803
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0177.jpg,1.86,82.0,23.702162099664697
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0178.jpg,1.6,42.0,16.406249999999996
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0179.jpg,1.85,73.0,21.32943754565376
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0180.jpg,1.65,48.0,17.63085399449036
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0181.jpg,1.7,65.0,22.49134948096886
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0182.jpg,1.67,52.0,18.645344042454013
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0183.jpg,1.77,57.0,18.194005553959588
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0184.jpg,1.65,47.0,17.263544536271812
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0185.jpg,1.7,50.0,17.301038062283737
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0186.jpg,1.63,50.0,18.818924310286427
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0187.jpg,1.68,56.0,19.841269841269845
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0188.jpg,1.82,71.0,21.434609346697258
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0189.jpg,1.8,79.0,24.382716049382715
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0190.jpg,1.84,72.0,21.266540642722116
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0191.jpg,1.62,47.0,17.908855357415025
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0192.jpg,1.65,41.0,15.059687786960517
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0193.jpg,1.66,47.0,17.056176513282043
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0194.jpg,1.6,46.0,17.968749999999996
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0195.jpg,1.88,82.0,23.20054323223178
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0197.jpg,1.77,66.0,21.06674327300584
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0198.jpg,1.78,68.0,21.461936624163616
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0199.jpg,1.73,67.0,22.386314277122523
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0200.jpg,1.74,53.0,17.50561500858766
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0201.jpg,1.79,79.0,24.65590961580475
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0202.jpg,1.68,60.0,21.258503401360546
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0203.jpg,1.68,53.0,18.77834467120182
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0204.jpg,1.63,42.0,15.807896420640597
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0205.jpg,1.8,68.0,20.98765432098765
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0206.jpg,1.78,65.0,20.515086478979924
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0207.jpg,1.66,55.0,19.959355494266223
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0208.jpg,1.64,49.0,18.218322427126715
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0209.jpg,1.8,63.0,19.444444444444443
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0210.jpg,1.76,68.0,21.952479338842977
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0211.jpg,1.61,48.0,18.517804097064154
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0212.jpg,1.73,60.0,20.04744562130375
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0213.jpg,1.7,54.0,18.68512110726644
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0214.jpg,1.8,76.0,23.456790123456788
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0215.jpg,1.8,78.0,24.074074074074073
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0216.jpg,1.62,50.0,19.05197378448407
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0217.jpg,1.7,52.0,17.99307958477509
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0218.jpg,1.7,64.0,22.145328719723185
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0219.jpg,1.61,45.0,17.360441340997646
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0220.jpg,1.78,73.0,23.04002019946976
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0221.jpg,1.66,49.0,17.78197125852809
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0222.jpg,1.7,52.0,17.99307958477509
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0223.jpg,1.72,53.0,17.915089237425637
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0224.jpg,1.8,68.0,20.98765432098765
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0225.jpg,1.63,59.0,22.20633068613798
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0226.jpg,1.63,50.0,18.818924310286427
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0227.jpg,1.63,47.0,17.68978885166924
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0228.jpg,1.72,54.0,18.25310978907518
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0229.jpg,1.715,52.0,17.679708284813298
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0230.jpg,1.8,68.0,20.98765432098765
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0231.jpg,1.7,64.0,22.145328719723185
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0232.jpg,1.62,42.0,16.00365797896662
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0233.jpg,1.74,60.0,19.817677368212443
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0234.jpg,1.73,57.0,19.045073340238563
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0235.jpg,1.75,68.0,22.20408163265306
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0236.jpg,1.78,75.0,23.671253629592222
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0237.jpg,1.73,87.0,29.06879615089044
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0238.jpg,1.78,58.0,18.30576947355132
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0239.jpg,1.6,45.0,17.578124999999996
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0240.jpg,1.69,51.0,17.856517628934565
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0241.jpg,1.75,63.0,20.571428571428573
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0242.jpg,1.7,52.0,17.99307958477509
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0243.jpg,1.78,65.0,20.515086478979924
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0244.jpg,1.62,45.0,17.146776406035663
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0245.jpg,1.63,49.0,18.442545824080696
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0246.jpg,1.69,49.0,17.15626203564301
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0247.jpg,1.74,52.0,17.17532038578412
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0248.jpg,1.78,71.0,22.408786769347305
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0249.jpg,1.83,68.0,20.305174833527424
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0250.jpg,1.65,44.0,16.161616161616163
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0251.jpg,1.65,50.0,18.36547291092746
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0252.jpg,1.75,70.0,22.857142857142858
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0253.jpg,1.64,57.0,21.192742415229034
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0254.jpg,1.68,45.0,15.94387755102041
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0255.jpg,1.72,54.4,18.388318009734995
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0256.jpg,1.78,57.0,17.99015275849009
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0257.jpg,1.72,52.0,17.577068685776098
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0258.jpg,1.8,81.0,25.0
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0259.jpg,1.82,63.0,19.01944209636517
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0260.jpg,1.81,56.0,17.09349531455084
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0261.jpg,1.69,50.0,17.506389832288786
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0262.jpg,1.6,46.0,17.968749999999996
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0263.jpg,1.68,48.0,17.006802721088437
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0264.jpg,1.66,45.0,16.330381768036002
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0265.jpg,1.8,70.0,21.604938271604937
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0266.jpg,1.62,44.0,16.76573693034598
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0267.jpg,1.68,49.0,17.361111111111114
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0268.jpg,1.66,45.0,16.330381768036002
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0269.jpg,1.82,67.0,20.227025721531216
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0270.jpg,1.66,45.0,16.330381768036002
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0271.jpg,1.88,88.0,24.898143956541425
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0272.jpg,1.8,63.0,19.444444444444443
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0273.jpg,1.66,45.0,16.330381768036002
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0274.jpg,1.65,48.0,17.63085399449036
/content/gdrive/My Drive/FaceToBMI/data/asia/images/0275.jpg,1.82,78.0,23.54788069073783
